database_name,database_oid,schema_name,schema_oid,table_name,table_oid,column_name,column_index,comment,internal,column_default,is_nullable,data_type,data_type_id,character_maximum_length,numeric_precision,numeric_precision_radix,numeric_scale
L1_forecast_accuracy,629,main,590,dim_sell_prices,605,store_id,1,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,dim_sell_prices,605,product_id,2,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,dim_sell_prices,605,week_id,3,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,dim_sell_prices,605,sell_price,4,,false,,true,DOUBLE,23,,53,2,0
L1_forecast_accuracy,629,main,590,dim_store,611,store_id,1,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,dim_store,611,state_id,2,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,store_id,1,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,product_id,2,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,id,3,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,item_id,4,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,dept_id,5,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,cat_id,6,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,store_id_1,7,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,state_id,8,,false,,true,VARCHAR,25,,,,
L1_forecast_accuracy,629,main,590,l1_sales,617,d_1,9,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_2,10,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_3,11,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_4,12,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_5,13,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_6,14,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_7,15,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_8,16,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_9,17,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_10,18,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_11,19,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_12,20,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_13,21,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_14,22,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_15,23,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_16,24,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_17,25,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_18,26,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_19,27,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_20,28,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_21,29,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_22,30,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_23,31,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_24,32,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_25,33,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_26,34,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_27,35,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_28,36,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_29,37,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_30,38,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_31,39,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_32,40,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_33,41,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_34,42,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_35,43,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_36,44,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_37,45,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_38,46,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_39,47,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_40,48,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_41,49,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_42,50,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_43,51,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_44,52,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_45,53,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_46,54,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_47,55,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_48,56,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_49,57,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_50,58,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_51,59,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_52,60,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_53,61,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_54,62,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_55,63,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_56,64,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_57,65,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_58,66,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_59,67,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_60,68,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_61,69,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_62,70,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_63,71,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_64,72,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_65,73,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_66,74,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_67,75,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_68,76,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_69,77,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_70,78,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_71,79,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_72,80,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_73,81,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_74,82,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_75,83,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_76,84,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_77,85,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_78,86,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_79,87,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_80,88,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_81,89,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_82,90,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_83,91,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_84,92,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_85,93,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_86,94,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_87,95,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_88,96,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_89,97,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_90,98,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_91,99,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_92,100,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_93,101,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_94,102,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_95,103,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_96,104,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_97,105,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_98,106,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_99,107,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_100,108,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_101,109,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_102,110,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_103,111,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_104,112,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_105,113,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_106,114,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_107,115,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_108,116,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_109,117,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_110,118,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_111,119,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_112,120,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_113,121,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_114,122,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_115,123,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_116,124,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_117,125,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_118,126,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_119,127,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_120,128,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_121,129,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_122,130,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_123,131,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_124,132,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_125,133,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_126,134,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_127,135,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_128,136,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_129,137,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_130,138,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_131,139,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_132,140,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_133,141,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_134,142,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_135,143,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_136,144,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_137,145,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_138,146,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_139,147,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_140,148,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_141,149,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_142,150,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_143,151,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_144,152,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_145,153,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_146,154,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_147,155,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_148,156,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_149,157,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_150,158,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_151,159,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_152,160,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_153,161,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_154,162,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_155,163,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_156,164,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_157,165,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_158,166,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_159,167,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_160,168,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_161,169,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_162,170,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_163,171,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_164,172,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_165,173,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_166,174,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_167,175,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_168,176,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_169,177,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_170,178,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_171,179,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_172,180,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_173,181,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_174,182,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_175,183,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_176,184,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_177,185,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_178,186,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_179,187,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_180,188,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_181,189,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_182,190,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_183,191,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_184,192,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_185,193,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_186,194,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_187,195,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_188,196,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_189,197,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_190,198,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_191,199,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_192,200,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_193,201,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_194,202,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_195,203,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_196,204,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_197,205,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_198,206,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_199,207,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_200,208,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_201,209,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_202,210,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_203,211,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_204,212,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_205,213,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_206,214,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_207,215,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_208,216,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_209,217,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_210,218,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_211,219,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_212,220,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_213,221,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_214,222,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_215,223,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_216,224,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_217,225,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_218,226,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_219,227,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_220,228,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_221,229,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_222,230,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_223,231,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_224,232,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_225,233,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_226,234,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_227,235,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_228,236,,false,,true,BIGINT,14,,64,2,0
L1_forecast_accuracy,629,main,590,l1_sales,617,d_229,237,,false,,true,BIGINT,14,,64,2,0
